u,g,r,i,z,u_err,g_err,r_err,i_err,z_err,specz,specz_err,photoz,photoz_err
20.49312,20.16115,20.16115,19.61641,19.47976,0.06312132,0.02387231,0.0346667,0.03394465,0.1047713,0.5688072,0.0005977392,0.633074,0.174454
21.3302,20.62969,20.62969,19.52027,19.05168,0.235786,0.06780743,0.05131779,0.05461667,0.1401583,0.4919111,8.17254E-05,0.460812,0.115536
20.66851,20.19435,20.19435,18.71742,18.39116,0.1031833,0.04438959,0.04998912,0.05776562,0.1053919,0.4377503,0.0001739319,0.370355,0.085374
20.80588,20.37967,20.37967,19.47568,19.13238,0.1040449,0.03492719,0.0289572,0.0336092,0.09590979,0.4877104,1.639486E-05,0.369278,0.076309
20.44875,20.06364,20.06364,19.41406,19.14793,0.08806774,0.0307394,0.04603045,0.05048855,0.1118803,0.5748209,0.0004699689,0.685172,0.185229
20.88404,20.51448,20.51448,19.71837,19.9345,0.1230812,0.04315565,0.05186678,0.0471307,0.2238281,0.6210372,0.0001316021,0.536496,0.179733
20.27424,20.00865,20.00865,19.56842,19.58298,0.1797876,0.05723606,0.07125681,0.06900754,0.1947109,0.6308047,0.0002406912,0.328586,0.111591
20.23856,19.77122,19.77122,19.22252,19.17648,0.05879014,0.02100736,0.03476254,0.03860842,0.1135827,0.5546212,7.144624E-05,0.618022,0.14796
21.23728,20.46033,20.46033,19.37156,19.04917,0.1505007,0.03804826,0.02901136,0.03106853,0.08761819,0.4461282,8.694192E-05,0.315851,0.058093
20.85677,20.24134,20.24134,19.55422,19.42872,0.09998962,0.0364232,0.05119232,0.0528118,0.124779,0.5648183,0.0001448205,0.55928,0.205793
14.28335,16.61489,16.61489,14.21041,30.79063,0.02408123,0.09634434,0.01351247,0.03068416,0.1871796,0.4741679,0.0003263523,0.040124,0.057405
20.70937,20.3515,20.3515,19.61178,19.15909,0.09587861,0.03482461,0.03635974,0.03761657,0.0947575,0.5031167,0.000141215,0.613058,0.215258
21.2153,20.84284,20.84284,19.97802,19.72912,0.1383372,0.04947801,0.05026655,0.05599829,0.1572679,0.4470179,0.0002366404,0.379697,0.140137
20.61043,20.33758,20.33758,19.49053,19.23898,0.1172713,0.04229739,0.05079195,0.04686122,0.1543932,0.5560949,0.002593439,0.683832,0.200775
21.00234,20.60218,20.60218,19.98822,19.87049,0.102345,0.03330178,0.04867625,0.04540284,0.1569026,0.4258254,1.196098E-05,0.380911,0.140806
21.09137,20.74996,20.74996,19.62216,19.65017,0.2687673,0.07282828,0.06713891,0.06183423,0.2355671,0.5336919,0.0001613584,0.563642,0.162942
22.1407,21.46004,21.46004,19.91755,19.43098,0.2728022,0.07064527,0.05058863,0.0421764,0.1084121,0.4967437,0.0001077533,0.512607,0.127682
21.02168,20.58699,20.58699,19.26292,18.90273,0.2127959,0.06580433,0.04823131,0.04610949,0.1416361,0.4130685,3.136736E-05,0.366957,0.059363
21.93424,20.88431,20.88431,19.78488,19.66033,0.2415489,0.04355321,0.03672869,0.04020231,0.1354929,0.4083464,1.282799E-05,0.291716,0.078947
20.68108,20.40158,20.40158,19.00058,18.59048,0.1457938,0.05100412,0.03744948,0.03252777,0.0942625,0.4550949,8.395812E-05,0.466993,0.104922
20.92667,20.21864,20.21864,19.49067,19.2272,0.1168244,0.03163972,0.05103249,0.04564063,0.1143033,0.5227013,5.97839E-05,0.460589,0.218072
19.44019,19.1082,19.1082,18.52332,18.32261,0.03417816,0.01170475,0.01422922,0.01445286,0.04692809,0.4901002,0.000122925,0.526713,0.133054
20.7037,20.6666,20.6666,19.34749,18.71713,0.2038528,0.06793474,0.05932961,0.0514615,0.1387074,0.4321665,7.867617E-05,0.602284,0.146978
20.81356,20.6437,20.6437,19.43441,18.98047,0.193223,0.06930692,0.05486813,0.05122907,0.1570628,0.5452361,7.937598E-05,0.576857,0.117694
20.80721,20.52206,20.52206,19.18914,18.95179,0.2516354,0.1024354,0.04485635,0.0735469,0.1978897,0.4188932,6.485404E-05,0.34634,0.098968
21.38958,20.91005,20.91005,19.72895,19.30822,0.1810638,0.06161971,0.04226934,0.05096705,0.1142012,0.4720331,3.055925E-05,0.335446,0.049733
18.5824,21.31494,21.31494,18.60389,18.15556,0.07584993,0.1930944,0.04298558,0.03551311,0.07629573,0.4404671,0.0001590987,0.43007,0.025102
20.94632,20.28206,20.28206,19.12559,19.03987,0.1193668,0.03637778,0.02968341,0.03598207,0.08848672,0.4020626,2.264254E-05,0.322077,0.062303
21.36355,21.01117,21.01117,19.65755,19.47276,0.1872925,0.06394244,0.04081749,0.04842202,0.1240742,0.5256382,1.860506E-05,0.366857,0.067866
20.97724,20.75087,20.75087,19.3333,18.82878,0.1726781,0.07307885,0.04622286,0.04853245,0.1035521,0.4784003,6.627095E-05,0.431633,0.11043
21.57068,20.99523,20.99523,19.58305,19.48548,0.2567297,0.07903697,0.04742882,0.05701204,0.1583279,0.5239901,4.119621E-05,0.382091,0.071431
20.07261,19.83389,19.83389,19.07257,18.93422,0.08356563,0.03415868,0.03091477,0.03898833,0.1113983,0.4054254,1.572434E-05,0.274076,0.064557
20.58575,20.45149,20.45149,19.2305,18.88387,0.1509622,0.06386288,0.03977599,0.05028149,0.1229956,0.4232709,2.893684E-05,0.360065,0.049706
20.60374,20.28428,20.28428,18.79422,18.35182,0.269068,0.1159286,0.05476911,0.06847933,0.1492724,0.4823845,0.0002035968,0.415685,0.090283
20.27432,19.96711,19.96711,18.94363,18.69534,0.1002405,0.04122581,0.04094056,0.05176913,0.09953856,0.5042542,0.0001996316,0.556222,0.189402
21.07396,20.37823,20.37823,19.35405,19.24834,0.1645466,0.04068983,0.03244754,0.03676191,0.1164656,0.4123324,1.10711E-05,0.311682,0.076172
20.02904,19.91085,19.91085,18.88835,18.55963,0.1209081,0.04982057,0.03527035,0.04510379,0.1278619,0.4773909,9.298466E-05,0.531621,0.123426
20.54867,20.17849,20.17849,19.53208,19.07269,0.1203294,0.04027602,0.0427823,0.05011787,0.1197183,0.4433109,8.47187E-06,0.42324,0.106974
20.48929,19.83751,19.83751,18.81832,18.63232,0.1206997,0.03331543,0.03695215,0.05357636,0.1065997,0.4254659,4.223097E-05,0.359648,0.058667
21.56997,20.60466,20.60466,19.6146,19.56771,0.2820009,0.04869906,0.03760212,0.04762369,0.157421,0.4210514,9.768691E-06,0.381854,0.071834
20.0548,19.97249,19.97249,18.91319,19.08482,0.1298491,0.05298004,0.08614158,0.04859348,0.2057689,0.4636446,0.000259942,0.735311,0.173452
20.76547,20.07593,20.07593,19.55424,19.56618,0.1270842,0.0322397,0.04111972,0.04749545,0.160747,0.6092607,0.0002113365,0.376593,0.125326
20.12404,19.64845,19.64845,18.79722,18.59416,0.09716297,0.0283071,0.02986786,0.03113531,0.08794297,0.4914913,4.525598E-05,0.524405,0.116705
19.74749,20.88232,20.88232,18.45304,17.97992,0.1557557,0.1826598,0.05369168,0.05340911,0.1102458,0.4857515,0.0001380434,0.478631,0.016925
21.0864,21.27288,21.27288,19.23261,19.25986,0.2474018,0.1465996,0.07855646,0.05875186,0.2143023,0.4308881,0.0001116026,0.461766,0.064215
21.54925,21.33574,21.33574,19.8102,19.33155,0.2518236,0.09675961,0.08286638,0.07404877,0.1998323,0.5543494,4.813766E-05,0.611735,0.057074
21.3151,21.41825,21.41825,19.04705,18.2346,0.2448313,0.1509224,0.0557016,0.05117064,0.08650929,0.4863287,7.784441E-05,0.473297,0.043628
21.2352,21.8008,21.8008,19.29225,18.82393,0.2809399,0.1917731,0.07741962,0.06495339,0.1372065,0.4550016,0.0001170174,0.455704,0.065672
20.36583,21.4895,21.4895,18.89229,18.85276,0.2372304,0.2778312,0.0754442,0.0739051,0.291542,0.4547437,8.93914E-05,0.46484,0.0247
21.24096,21.09968,21.09968,19.7053,18.90996,0.290567,0.1182195,0.0959596,0.09178038,0.1820556,0.6028727,0.000179713,0.566995,0.190209
21.50756,21.3921,21.3921,19.70094,19.29642,0.2795377,0.1178882,0.106748,0.07195337,0.2196407,0.6891517,8.616719E-05,0.662839,0.053053
21.05858,21.07836,21.07836,19.08727,18.78103,0.221712,0.08769745,0.05422061,0.04149661,0.1342285,0.5768455,8.098696E-05,0.560971,0.046857
20.59788,20.84176,20.84176,18.38162,17.92351,0.2954423,0.1844064,0.03355128,0.05678485,0.1317447,0.4126429,5.478278E-05,0.242794,0.027634
20.98372,21.08827,21.08827,19.18895,18.74572,0.2408628,0.1475546,0.07107666,0.07097401,0.1608029,0.6563972,0.0001014584,0.559558,0.041781
21.03329,21.17104,21.17104,18.84402,18.3537,0.2197406,0.1197569,0.0491959,0.04552918,0.09841599,0.4537396,8.872421E-05,0.436004,0.021533
20.89321,21.6648,21.6648,19.13008,18.71717,0.29212,0.2430198,0.05700433,0.07152029,0.1810862,0.4927334,0.0001528968,0.479348,0.028361
21.46443,21.57338,21.57338,19.68031,19.16062,0.2598754,0.1373994,0.0962056,0.06241363,0.1520596,0.6928152,0.0001135435,0.665547,0.055189
21.23319,21.07233,21.07233,19.42249,18.73421,0.2225607,0.08563329,0.073746,0.05169254,0.1372445,0.5727895,7.624801E-05,0.562124,0.058372
21.27292,21.8838,21.8838,19.58561,18.95016,0.2975913,0.2443588,0.1211144,0.0828777,0.1670935,0.6537363,0.0001564494,0.611512,0.055562
20.86971,21.47437,21.47437,19.59146,19.4787,0.2724426,0.2105999,0.1138452,0.1027049,0.2708436,0.5942921,0.0001245758,0.565297,0.084146
20.65294,21.66993,21.66993,19.5662,18.74282,0.2351674,0.2682884,0.08343321,0.09642041,0.1594803,0.6058047,0.0001624071,0.575658,0.071011
21.46897,21.7172,21.7172,20.01379,19.75807,0.2779041,0.1691949,0.1646836,0.08525486,0.2681143,0.6436502,0.0001480988,0.679482,0.058181
18.815,30.80641,30.80641,30.2612,28.46118,0.2572501,0.1925647,0.1956476,0.2049409,0.2366636,0.6243588,0.0001658522,0.43109,0.0468
28.57296,21.88023,21.88023,19.56154,19.17997,0.1832003,0.2808568,0.1007048,0.07041213,0.1790915,0.4856146,0.0001384483,0.496326,0.02764
20.94685,20.78531,20.78531,19.47967,18.88642,0.2958946,0.1279065,0.1226135,0.08088567,0.1740331,0.6285818,0.0001329952,0.614218,0.05019
21.03791,21.41123,21.41123,19.71227,19.15729,0.257466,0.1828255,0.07997445,0.08060776,0.1753249,0.5434664,0.000205161,0.574816,0.045697
20.86866,21.39887,21.39887,19.55061,18.98753,0.2935148,0.2119988,0.08662412,0.08551222,0.2021959,0.5665869,0.0001900692,0.495735,0.027868
21.37041,22.17117,22.17117,20.01113,19.66295,0.2765859,0.2467598,0.1273979,0.08891512,0.2177648,0.5399084,9.66735E-05,0.568623,0.054692
20.83108,20.95194,20.95194,18.66147,18.27809,0.2959811,0.1464282,0.04915776,0.03954633,0.09318437,0.4245551,9.068763E-05,0.406757,0.029995
20.75457,20.80695,20.80695,19.51635,19.41863,0.2945413,0.1280278,0.09926871,0.08700444,0.2810398,0.6198878,0.0001295252,0.59389,0.067785
18.70703,21.54493,21.54493,19.31143,18.78543,0.03814124,0.1876858,0.0636949,0.05716835,0.1415506,0.5061679,0.0001048077,0.483245,0.019481
31.61563,22.00209,22.00209,19.1857,18.6381,0.2371684,0.2704744,0.06133113,0.06026661,0.1294386,0.4423285,7.604521E-05,0.461917,0.027622
20.80953,21.81382,21.81382,19.06451,18.42563,0.2970542,0.2947274,0.06163183,0.07174443,0.1526248,0.4886629,7.064285E-05,0.51316,0.025822
18.77403,21.20324,21.20324,18.81648,17.94771,0.1005058,0.139726,0.05154157,0.04864684,0.1178928,0.456335,8.001839E-05,0.43616,0.022659
20.77989,21.68707,21.68707,19.0158,18.35493,0.2645617,0.2433562,0.09143385,0.08245431,0.1569866,0.5323392,0.0001058967,0.520284,0.021857
19.26195,21.63647,21.63647,19.32819,18.62779,0.1633335,0.2493651,0.08495182,0.07123572,0.137917,0.5083475,0.0001459401,0.492724,0.020458
21.214,22.02936,22.02936,19.60971,19.0172,0.2919475,0.2743741,0.1122133,0.09954069,0.1669646,0.5168664,0.0001363354,0.54595,0.036163
29.15573,21.54314,21.54314,19.0836,18.98206,0.235008,0.2301503,0.06648333,0.06879549,0.2163082,0.4813133,0.0001358253,0.462253,0.025307
20.88244,21.55477,21.55477,19.2965,18.84627,0.2641588,0.1895962,0.07163944,0.05918262,0.1372202,0.4480281,8.723512E-05,0.465322,0.022953
29.84322,21.80603,21.80603,19.36653,18.8399,0.06514124,0.2301624,0.08724166,0.07521717,0.2141315,0.4505021,0.0001128898,0.476787,0.027984
21.19525,21.55831,21.55831,19.60861,19.46943,0.2812986,0.1634774,0.07098585,0.07558923,0.237699,0.6119471,0.0001200996,0.574193,0.052827
20.09572,21.50648,21.50648,19.31527,19.00755,0.2532143,0.1950426,0.09075938,0.08395426,0.2183066,0.4883065,0.0001437351,0.494117,0.035466
19.11134,21.86595,21.86595,19.88176,19.04667,0.0507007,0.2287423,0.2267434,0.1647277,0.2373433,0.5705795,0.0002082204,0.618956,0.049327
20.74253,21.68653,21.68653,19.73775,18.96382,0.2920651,0.2104876,0.08032815,0.09148872,0.1598481,0.4852776,0.0001266748,0.548726,0.046194
20.61417,20.70786,20.70786,19.0665,18.75888,0.2381177,0.09234807,0.06340833,0.05024549,0.154213,0.5941007,0.000104472,0.546029,0.05726
20.98858,21.37841,21.37841,18.90513,18.30806,0.2683089,0.1468263,0.1544262,0.1301731,0.1945235,0.4739344,9.086073E-05,0.489621,0.019129
20.70273,22.19698,22.19698,19.80698,19.35614,0.1402569,0.2334826,0.1032253,0.07697027,0.1535302,0.516266,0.0001289907,0.528854,0.03944
19.73749,19.39303,19.39303,18.69467,18.23803,0.05038116,0.018482,0.02119898,0.02359412,0.04515706,0.4375896,4.609858E-05,0.548951,0.171827
28.86922,21.61677,21.61677,19.57183,18.74209,0.1319631,0.2014811,0.09829295,0.08684023,0.1651511,0.5075831,0.0002960856,0.549824,0.044583
28.86292,21.12234,21.12234,18.77677,18.16295,0.2382267,0.1891539,0.09032575,0.08923053,0.1647738,0.4502241,0.0001555818,0.481878,0.023477
21.48314,21.43525,21.43525,19.52382,19.602,0.2510207,0.1034411,0.06238011,0.05558883,0.2286158,0.5734856,4.475216E-05,0.578481,0.046742
21.15339,21.98816,21.98816,20.11198,19.29558,0.2623332,0.2589249,0.1482446,0.1101427,0.2096428,0.6238779,0.0002385164,0.562197,0.033679
18.60988,18.41435,18.41435,18.1605,17.90384,0.02088778,0.00863323,0.01181376,0.01492027,0.03388397,0.412339,5.36907E-05,0.130503,0.052026
20.8323,20.06317,20.06317,19.15285,19.05331,0.1147821,0.02442594,0.01992193,0.02467911,0.0892686,0.4272048,0.0002111236,0.272132,0.051749
20.42299,20.03638,20.03638,18.78356,18.7852,0.1672815,0.04791139,0.02642363,0.03712035,0.1527295,0.4338822,2.706973E-05,0.33705,0.070414
20.60931,20.08344,20.08344,19.34447,19.21138,0.1034434,0.02484895,0.02973591,0.0312692,0.1168838,0.4931061,0.0001287916,0.510844,0.15689
21.4593,20.56097,20.56097,19.57702,19.19033,0.2410644,0.04174215,0.03404951,0.0414442,0.1265079,0.4139354,1.985481E-05,0.34374,0.054423
20.75543,20.35189,20.35189,19.2987,18.81233,0.1367824,0.03598743,0.02937605,0.03362475,0.09469358,0.4203298,6.095152E-05,0.343166,0.059051
19.7071,20.35053,20.35053,19.66669,18.80421,0.1838424,0.1244605,0.08177211,0.174496,0.2933207,0.6382322,9.658845E-05,0.378674,0.145195
20.70457,20.36716,20.36716,19.29216,19.0049,0.1800219,0.04940004,0.03861585,0.04679951,0.134665,0.5013795,1.497166E-05,0.36716,0.058804
20.73234,20.18272,20.18272,18.92555,18.58902,0.2012472,0.04564498,0.032374,0.03688738,0.1006292,0.4257715,1.960392E-05,0.354345,0.048255
21.1553,20.70444,20.70444,19.38876,19.0472,0.2365171,0.05826613,0.04382794,0.0469947,0.1210028,0.5583946,6.611175E-05,0.457391,0.098498
20.08662,19.63326,19.63326,19.07061,18.96404,0.07389019,0.02221017,0.02678324,0.03067032,0.1038398,0.4118641,8.827034E-06,0.30038,0.081071
20.94162,20.31161,20.31161,19.3016,19.26612,0.1865085,0.04376063,0.04610818,0.05033794,0.1428876,0.668231,7.108624E-05,0.139741,0.03545
20.94162,20.31161,20.31161,19.3016,19.26612,0.1865085,0.04376063,0.04610818,0.05033794,0.1428876,0.6682575,7.437741E-05,0.139741,0.03545
21.3832,20.30649,20.30649,19.05515,18.85723,0.2573298,0.03841327,0.03017665,0.03110215,0.09369509,0.4380175,2.096924E-05,0.241218,0.035116
21.15867,20.80495,20.80495,19.81337,19.90896,0.1743471,0.06508841,0.06213577,0.07769049,0.2218026,0.4843165,1.163528E-05,0.29748,0.089489
20.51346,20.0712,20.0712,19.26071,19.06644,0.09939834,0.02641849,0.03089303,0.03222408,0.09575959,0.5256295,7.056104E-05,0.378759,0.131843
20.62715,20.44209,20.44209,19.23723,18.96743,0.1868427,0.06240021,0.05445905,0.05415637,0.1671415,0.4098611,2.831409E-05,0.409864,0.100903
21.00299,20.70427,20.70427,19.51464,19.20203,0.2321072,0.07028686,0.05056539,0.06314322,0.1850085,0.5124161,4.405276E-05,0.320722,0.07496
20.03248,19.65615,19.65615,19.17497,18.92171,0.07192988,0.02073292,0.02755014,0.03232442,0.1021158,0.4936825,0.0001004024,0.325837,0.091038
20.93954,21.10717,21.10717,19.69873,19.50932,0.2161122,0.0913692,0.06763503,0.06703351,0.20709,0.4190135,3.234139E-05,0.42693,0.092207
21.30842,20.55256,20.55256,19.9458,19.68898,0.2111785,0.03822247,0.05751426,0.05043504,0.1848959,0.6162564,0.0002135117,0.245376,0.139924
20.6157,20.35562,20.35562,19.31437,19.00773,0.1223091,0.03542989,0.03407327,0.03574819,0.1126605,0.4360892,9.894995E-05,0.459105,0.127183
20.61587,20.12169,20.12169,18.97172,18.94073,0.2461705,0.0810636,0.05201352,0.08728142,0.2281658,0.4202488,1.319382E-05,0.253468,0.049661
21.65231,21.0831,21.0831,19.86399,19.50708,0.2945842,0.06671856,0.05714035,0.0677664,0.169753,0.5128985,0.0001742109,0.41627,0.119198
20.57952,19.86405,19.86405,18.46937,18.39704,0.2207938,0.04084566,0.03013389,0.03107022,0.1213595,0.4156179,2.729702E-05,0.317167,0.051404
21.06829,20.60707,20.60707,19.50845,19.14408,0.1781691,0.04915882,0.04792515,0.0480658,0.1227004,0.5938113,0.000184865,0.616021,0.135285
27.93829,21.33562,21.33562,18.90005,18.68144,0.2890312,0.164228,0.06685256,0.04629806,0.1410576,0.5112775,0.0001311008,0.51101,0.019877
21.11463,22.13369,22.13369,19.83148,19.12155,0.2166542,0.224553,0.1164174,0.07937668,0.1549524,0.494802,0.0001561615,0.510492,0.026584
21.48781,21.69997,21.69997,19.70163,19.45824,0.2932757,0.159372,0.1118458,0.06971512,0.2073001,0.6402702,0.0001259103,0.599192,0.054028
18.46883,21.96267,21.96267,19.31254,18.90333,0.05314711,0.2799321,0.1184606,0.1385313,0.2134477,0.5188096,0.0001370991,0.487841,0.032997
19.49804,21.66741,21.66741,19.35056,19.04462,0.07565868,0.2002501,0.07727137,0.06801268,0.224728,0.4896454,0.0001404247,0.490345,0.0286
21.10363,20.70864,20.70864,19.30509,18.98082,0.28768,0.08949904,0.08180553,0.06734342,0.2177558,0.657748,6.711583E-05,0.551554,0.109725
21.41791,22.10407,22.10407,20.09834,19.82539,0.2872328,0.2328856,0.1272267,0.1116324,0.2830286,0.6013385,0.0001784174,0.5642,0.050322
20.58165,21.16414,21.16414,19.07789,18.89556,0.1898716,0.1634326,0.0507704,0.0692725,0.207519,0.4397683,8.584099E-05,0.449603,0.050844
21.70763,21.18812,21.18812,19.41579,19.21728,0.2421319,0.06335712,0.03132775,0.03643964,0.1094717,0.4330363,6.714241E-05,0.365135,0.072728
20.39911,21.10594,21.10594,19.49675,19.18714,0.1740678,0.1279441,0.1164083,0.08813465,0.2515306,0.6454278,0.0001520602,0.581838,0.058096
19.04948,18.84827,18.84827,18.38017,18.19578,0.0317571,0.01930862,0.02618444,0.03275213,0.07049002,0.4020069,6.688097E-05,0.323872,0.077901
21.15093,20.81214,20.81214,19.58648,19.38867,0.1881514,0.06012146,0.06468524,0.06686639,0.2028768,0.4267349,0.0001047627,0.711446,0.109584
20.42818,19.90833,19.90833,18.66225,18.26896,0.09221964,0.02722621,0.03197352,0.04028325,0.09177285,0.4167873,0.0001097012,0.330592,0.090054
21.41366,21.27963,21.27963,19.41303,19.33151,0.2363779,0.0863898,0.06554914,0.05596378,0.1966432,0.5952898,6.8823E-05,0.516492,0.081808
21.25791,20.51374,20.51374,19.26433,18.90827,0.2042982,0.04739276,0.04239203,0.04850763,0.1523868,0.5010419,0.0001045495,0.338072,0.069729
21.04685,21.74215,21.74215,19.45202,18.60079,0.2637367,0.2193008,0.1197045,0.1434249,0.2030883,0.4911354,0.0001403778,0.49425,0.033033
21.41405,21.52544,21.52544,19.67084,19.08965,0.2054364,0.099614,0.06543394,0.05993553,0.1547086,0.6245453,7.472113E-05,0.577678,0.058484
19.80752,21.42991,21.42991,19.48117,18.99472,0.08895253,0.1617636,0.08528239,0.08798337,0.2576203,0.4561258,0.0001614033,0.44554,0.050684
17.79483,21.57853,21.57853,19.32229,18.91095,0.1483515,0.2087073,0.09697517,0.08817901,0.269215,0.5147051,0.0001174466,0.54842,0.030207
20.8279,21.2544,21.2544,19.40637,19.01686,0.2382553,0.1729086,0.07307924,0.1087385,0.2801231,0.5846074,0.0001964676,0.558998,0.048677
21.68083,21.92933,21.92933,19.78727,19.7217,0.2903454,0.1607547,0.1005784,0.1075531,0.2924876,0.5398682,8.367791E-05,0.568766,0.049556
21.35979,21.31934,21.31934,19.70506,19.53482,0.229382,0.130073,0.09619441,0.07352793,0.2558632,0.602757,0.0002190409,0.562403,0.04759
21.56724,20.9723,20.9723,19.82674,19.70033,0.2725558,0.08207825,0.09097298,0.07781266,0.2439286,0.54155,0.0001288174,0.569965,0.168067
21.14846,20.27882,20.27882,18.50045,18.38711,0.2202496,0.04875479,0.03172954,0.02654124,0.07902991,0.4304223,3.786529E-05,0.310693,0.100886
21.23234,21.45258,21.45258,19.32878,18.89868,0.2369605,0.1445991,0.08560492,0.05306237,0.1361106,0.6326582,0.0001831984,0.541774,0.047579
20.74936,21.26366,21.26366,19.02773,18.3967,0.2938981,0.2215888,0.1197369,0.09499364,0.1971614,0.4350455,0.0001732748,0.517381,0.043411
20.90645,21.45115,21.45115,19.10162,18.75005,0.245599,0.216744,0.08670239,0.0575418,0.1886618,0.4828149,0.0001100145,0.477869,0.018738
20.57775,21.42708,21.42708,18.36977,17.8743,0.2460322,0.2770076,0.06722879,0.05148384,0.09303959,0.4578328,0.0001585519,0.446482,0.023042
20.8609,21.25693,21.25693,19.28304,19.31921,0.2533329,0.1787815,0.05848485,0.0833749,0.2984462,0.458477,7.170701E-05,0.47396,0.053621
21.23242,21.34318,21.34318,19.71351,19.44827,0.2476686,0.1232003,0.1035119,0.07809211,0.2127128,0.5608852,0.0001334504,0.586669,0.048619
20.91718,21.36668,21.36668,19.73625,19.3116,0.2600789,0.1949433,0.07669669,0.1243356,0.2920863,0.6507757,0.0002239446,0.559903,0.048856
20.91718,21.36668,21.36668,19.73625,19.3116,0.2600789,0.1949433,0.07669669,0.1243356,0.2920863,0.6505914,0.0001460674,0.559903,0.048856
20.95864,21.26356,21.26356,19.5375,18.87396,0.2276069,0.1749453,0.1492715,0.09394782,0.162673,0.6352135,0.0002471924,0.668447,0.06372
21.04853,21.88171,21.88171,19.84484,19.35876,0.2432293,0.256876,0.1184569,0.1187597,0.2521469,0.4445393,0.0001957993,0.470313,0.039168
20.38505,21.28066,21.28066,19.0795,18.87977,0.2684556,0.246117,0.1348692,0.08203748,0.2500511,0.4934193,0.000182536,0.526417,0.031542
15.4725,33.30034,33.30034,33.51637,31.47664,0.0748151,0.1152539,0.08510038,0.07362363,0.0976776,0.6609059,0.0002867414,0.608894,0.028304
