,GRB,z,P_bolo,P_bolo_err,S_bolo,S_bolo_err,F_beam,F_beam_err,T_lag,T_lag_err,V,V_err,E_peak,E_peak_err_min,E_peak_err_max,T_RT,T_RT_err,mu,mu_err,dL,dL_err,L,L_err,E_iso,E_iso_err,E_gamma,E_gamma_err,E_peak_err,T_lag_i,T_lag_i_err,T_RT_i,T_RT_i_err,V_i,V_i_err,E_peak_i,E_peak_i_err,E_peak_i_err_min,E_peak_i_err_max,_T_lag_i,_T_lag_i_err,_V_i,_V_i_err,_E_peak_i,_E_peak_i_err,_E_peak_i_err_min,_E_peak_i_err_max,_T_RT_i,_T_RT_i_err,log_T_lag_i,log_T_lag_i_err,log_V_i,log_V_i_err,log_E_peak_i,log_E_peak_i_err,log_E_peak_i_err_min,log_E_peak_i_err_max,log_T_RT_i,log_T_RT_i_err,log_L,log_L_err,log_E_iso,log_E_iso_err,log_E_gamma,log_E_gamma_err
31,50126,1.29,1.07e-07,1.56e-08,1.99e-06,1.15e-07,,,2.74,0.02,-0.01,0.065,47.0,8.0,23.0,1.58,1.91,44.505435943603516,1.3675930500030518,2.4574410603805403e+28,1.5476960702978682e+28,8.120071672647136e+50,1.0296326222719183e+51,6.594679275422519e+51,4.47109122297148e+50,,,15.5,1.1965065502183407,0.008733624454148471,0.6899563318777293,0.834061135371179,-0.0229,0.14885,107.63,35.495,18.32,52.67,11.965065502183407,0.08733624454148471,-1.145,7.442500000000001,0.3587666666666667,0.11831666666666665,0.061066666666666665,0.17556666666666668,6.899563318777293,8.34061135371179,1.0779150804805,0.0031700327146222756,,2.822914132371137,-0.4451879144440569,0.14322477594681704,0.07392246500480881,0.21252708688882535,0.8388216046145347,0.5250015572374751,50.90955986260297,0.5506894326395697,51.81919367898758,0.0294444985893293,,
32,50223,0.59,1.18e-07,1.66e-08,1.68e-06,1.04e-07,,,,,0.111,0.094,62.0,10.0,10.0,,,42.86974334716797,1.2002911567687988,1.1570299240132662e+28,6.39553502878435e+27,1.985093894647339e+50,2.2122359305745845e+50,1.7775065254277422e+51,1.3823755437705673e+50,,,10.0,,,,,0.17648999999999998,0.14945999999999998,98.57999999999998,15.899999999999999,15.899999999999999,15.899999999999999,,,8.824499999999999,7.472999999999999,0.32859999999999995,0.053,0.053,0.053,,,,,0.9456901074431276,0.36778091260275375,-0.48333244090095717,0.07004749708116965,0.07004749708116965,0.07004749708116965,,,50.297781053649665,0.48398811759346577,51.249811203748955,0.033775294885800396,,
33,50315,1.95,2.79e-07,1.93e-08,7.52e-06,2.07e-07,,,,,0.032,0.016,39.0,7.0,7.0,1.97,1.62,45.137454986572266,1.43558931350708,3.2876601611863217e+28,2.173515893252112e+28,3.78955230168353e+51,5.0174996297905996e+51,3.4624182380973385e+52,1.6988924189727584e+51,,,7.0,,,0.6677966101694914,0.5491525423728814,0.09440000000000001,0.047200000000000006,115.05000000000001,20.650000000000002,20.650000000000002,20.650000000000002,,,4.720000000000001,2.3600000000000003,0.38350000000000006,0.06883333333333334,0.06883333333333334,0.06883333333333334,6.677966101694914,5.491525423728813,,,0.6739419986340879,0.21714724095162588,-0.4162346317150002,0.07795029162366057,0.07795029162366057,0.07795029162366057,0.8246442101834299,0.35713556379861316,51.57858790537886,0.5750210654703461,52.53937952671874,0.021309372587887634,,
34,50401,2.9,1.74e-06,9.09e-08,1.69e-05,3.83e-07,0.0022,0.000752,0.06,0.02,0.187,0.019,118.0,18.0,18.0,0.25,0.16,45.3038215637207,1.4876866340637207,3.549443230298856e+28,2.431741351602021e+28,2.754733441592406e+52,3.7773058024771343e+52,6.860447268333578e+52,9.679691355529543e+51,1.5092983990333872e+50,5.581287426422146e+49,18.0,0.015384615384615384,0.005128205128205128,0.06410256410256411,0.041025641025641026,0.7293,0.0741,460.2,70.2,70.2,70.2,0.15384615384615383,0.05128205128205128,36.464999999999996,3.705,1.534,0.234,0.234,0.234,0.6410256410256411,0.41025641025641024,-0.8129133566428557,0.14476482730108395,1.5618762178990169,0.044126177305678,0.18582535961296215,0.06624831079880111,0.06624831079880111,0.06624831079880111,-0.19312459835446155,0.27794846841808113,52.44007958124724,0.5955070068516919,52.83635243055181,0.06127642087764653,50.178775111374016,0.1605992779667369
35,50406,2.44,4.05e-08,6.84e-09,1.41e-07,1.77e-08,,,,,0.02,0.274,25.0,13.0,35.0,,,45.27241516113281,1.511279821395874,3.4984764431504926e+28,2.434834921683384e+28,6.229064030472308e+50,8.734073756298186e+50,6.30417763635225e+50,2.5307188388193454e+50,,,24.0,,,,,0.0688,0.9425600000000001,86.0,82.56,44.72,120.39999999999999,,,3.44,47.128,0.2866666666666667,0.2752,0.14906666666666665,0.4013333333333333,,,,,0.5365584425715302,5.94983440207455,-0.5426228034760947,0.41692270262712167,0.2258331305896909,0.6080122746645524,,,50.79442279514415,0.6089454239578107,50.79962844201333,0.17434109416748594,,
36,50408,1.24,1.1e-06,2.1e-07,,,,,0.31,0.02,0.082,0.005,100.0,50.0,100.0,0.49,0.02,44.65071105957031,1.4622472524642944,2.6274722240449835e+28,1.769312851362415e+28,9.542865800348982e+51,1.2980617308064024e+52,,,,,75.0,0.13839285714285712,0.008928571428571428,0.21874999999999997,0.008928571428571428,0.18368000000000004,0.011200000000000002,224.00000000000003,168.00000000000003,112.00000000000001,224.00000000000003,1.3839285714285712,0.08928571428571427,9.184000000000001,0.56,0.7466666666666668,0.56,0.3733333333333334,0.7466666666666668,2.1874999999999996,0.08928571428571427,0.14111367550010978,0.02801899883246786,0.9630318750538983,0.026481370847759256,-0.12687323638549955,0.32572086142743883,0.21714724095162588,0.43429448190325176,0.33994806169435077,0.017726305383806196,51.9796788164627,0.5907460700520265,,,,
37,050416A,0.65,5.41e-07,3.24e-08,9.28e-07,5.68e-08,0.0145,0.00838,,,0.021,0.03,15.0,3.0,2.0,0.54,0.06,43.00058364868164,1.283581256866455,1.2288889849095512e+28,7.26409813399811e+27,1.0266736883827655e+51,1.2153126465215286e+51,1.067331185592569e+51,7.365950593102985e+50,1.547630219109225e+49,1.3931086386102053e+49,2.5,,,0.3272727272727273,0.03636363636363636,0.03465,0.049499999999999995,24.75,4.125,4.949999999999999,3.3,,,1.7325,2.4749999999999996,0.0825,0.01375,0.016499999999999997,0.011,3.272727272727273,0.3636363636363636,,,0.23867324328384434,0.6204206884332167,-1.083546051450075,0.07238241365054196,0.08685889638065035,0.05790593092043357,0.5149098156090622,0.04825494243369464,51.01143243205558,0.5140908763357348,51.02829919895397,0.29971875081871335,49.18966720118894,0.3909327867663353
38,50505,4.27,2.94e-07,2.99e-08,5.23e-06,2.29e-07,,,0.71,0.13,0.076,0.031,70.0,24.0,140.0,0.6,0.21,45.91321563720703,1.4458036422729492,4.699363605792686e+28,3.1289170370502617e+28,8.158969182991826e+51,1.0896403725671085e+52,2.7540957561764867e+52,2.0627391921667e+51,,,82.0,0.1347248576850095,0.024667931688804556,0.11385199240986718,0.03984819734345351,0.40051999999999993,0.16337,368.9,432.14,126.47999999999999,737.8,1.3472485768500948,0.24667931688804554,20.025999999999996,8.1685,1.2296666666666667,1.4404666666666666,0.4216,2.4593333333333334,1.1385199240986716,0.39848197343453506,0.12944773350652863,0.07951870795411653,1.3015942118293566,0.17714643340790537,0.08978740050714101,0.5087449645152378,0.14890096522397203,0.8685889638065035,0.05634063517109699,0.15200306866613814,51.91163529277132,0.580005623812604,52.439979036013895,0.03252741836424959,,
39,050525A,0.61,4.74e-06,6.5e-08,2.44e-05,2.14e-07,0.00247,0.000846,0.12,0.01,0.093,0.003,81.0,1.0,1.0,0.32,0.01,43.1123046875,1.3693448305130005,1.2937693527998311e+28,8.158594911768939e+27,9.970155323037565e+51,1.2575234734921791e+52,3.1877740635023273e+52,7.810431994973645e+51,7.873801936850748e+49,3.3158346854922553e+49,1.0,0.07453416149068323,0.006211180124223603,0.1987577639751553,0.006211180124223603,0.14972999999999997,0.00483,130.41,1.6099999999999999,1.6099999999999999,1.6099999999999999,0.7453416149068323,0.062111801242236024,7.486499999999999,0.2415,0.4347,0.005366666666666666,0.005366666666666666,0.005366666666666666,1.9875776397515528,0.062111801242236024,-0.1276446299842249,0.03619120682527098,0.8742788289218035,0.014009499416233931,-0.361810359809163,0.005361660270410516,0.005361660270410516,0.005361660270410516,0.2983241022880562,0.013571702559476618,51.99870192415044,0.5477703081912215,52.50348753278323,0.10640740055996706,49.8961844860429,0.1828911519952026
40,50603,2.82,8.01e-06,2.42e-07,2.73e-05,5.98e-07,,,-0.01,0.01,0.125,0.014,344.0,52.0,52.0,0.19,0.01,45.51991271972656,1.54218590259552,3.920834091299711e+28,2.7845875616560792e+28,1.5473883095242643e+53,2.1984163213367067e+53,1.3805943111036734e+53,5.754399289722335e+52,,,52.0,-0.002617801047120419,0.002617801047120419,0.04973821989528796,0.002617801047120419,0.4775,0.05348,1314.08,198.64,198.64,198.64,-0.02617801047120419,0.02617801047120419,23.875,2.674,4.3802666666666665,0.6621333333333332,0.6621333333333332,0.6621333333333332,0.4973821989528796,0.02617801047120419,,0.43429448190325176,1.377943380255784,0.048640981973164195,0.6415005507635764,0.0656491658690962,0.0656491658690962,0.0656491658690962,-0.30330976195887976,0.02285760431069746,53.18959931145122,0.6170138881145568,53.14006607949602,0.18101652586099462,,
41,50730,3.97,1.02e-07,1.58e-08,5.8e-06,2.25e-07,,,,,0.027,0.066,124.0,26.0,26.0,,,45.818450927734375,1.5128599405288696,4.498690412829207e+28,3.1342274857301757e+28,2.5940733398612555e+51,3.636836825174438e+51,2.967930203021123e+52,7.275594926661911e+50,,,26.0,,,,,0.13419,0.32802000000000003,616.2800000000001,129.22000000000003,129.22000000000003,129.22000000000003,,,6.7095,16.401,2.054266666666667,0.4307333333333334,0.4307333333333334,0.4307333333333334,,,,,0.8266901572283383,1.061608733541282,0.3126568191759048,0.09106174620552054,0.09106174620552054,0.09106174620552054,,,51.41398225033202,0.6088718235083813,52.472453683399706,0.010646310772390064,,
42,50802,1.71,5.47e-07,5.32e-08,5.24e-06,2.5e-07,,,,,0.07,0.036,121.0,28.0,28.0,2.03,1.02,45.56144714355469,1.550892949104309,3.996550917763201e+28,2.854387010367812e+28,1.0979129084657031e+52,1.5719174619192468e+52,3.8809903332908003e+52,5.790261968988709e+51,,,28.0,,,0.7490774907749077,0.3763837638376384,0.1897,0.09756,327.90999999999997,75.88,75.88,75.88,,,9.485,4.877999999999999,1.0930333333333333,0.25293333333333334,0.25293333333333334,0.25293333333333334,7.490774907749077,3.763837638376384,,,0.9770373352246813,0.22335144783595803,0.03863340647119336,0.10049789663876901,0.10049789663876901,0.10049789663876901,0.8745267470388072,0.21821693179375215,52.04056789123166,0.6217934723737875,52.58894256100755,0.06479477159052306,,
43,50814,5.3,1.04e-07,2.24e-08,3.99e-06,2.65e-07,,,,,-0.009,0.18,60.0,6.0,24.0,,,45.851600646972656,1.5280652046203613,4.567894355111928e+28,3.214427405035854e+28,2.7269382617305588e+51,3.882575466840623e+51,1.66063547990002e+52,6.0986731912364135e+50,,,15.0,,,,,-0.05669999999999999,1.134,378.0,94.5,37.8,151.2,,,-2.8349999999999995,56.699999999999996,1.26,0.315,0.126,0.504,,,,,,8.685889638065037,0.10037054511756291,0.10857362047581294,0.043429448190325175,0.1737177927613007,,,51.435675305564196,0.6183422354973841,52.22027431249858,0.015949437103708827,,
44,050820A,2.61,6.12e-07,3.49e-08,1.09e-05,4.66e-07,0.00673,0.00309,,,0.061,0.033,246.0,40.0,76.0,1.01,0.75,45.50315856933594,1.470300555229187,3.890699020113045e+28,2.6343861908778406e+28,1.1641704122375109e+52,1.5779131181695664e+52,5.74360323239226e+52,4.3692558359610495e+51,3.8654449753999905e+50,1.7989681929807406e+50,58.0,,,0.27977839335180055,0.20775623268698062,0.22021,0.11913,888.06,209.38,144.4,274.36,,,11.010499999999999,5.9565,2.9602,0.6979333333333333,0.48133333333333334,0.9145333333333334,2.7977839335180055,2.0775623268698062,,,1.0418070412524436,0.2349461951279887,0.4713210542893746,0.10239463394466912,0.07061698892735802,0.13417227896198025,0.44681417187698463,0.32249590240340487,52.06601655735629,0.5886414505473513,52.75918443124569,0.03303751360957293,50.587199495469676,0.20211953974332642
45,50824,0.83,7.92e-08,1.44e-08,7.41e-07,8.81e-08,,,,,0.289,0.64,15.0,5.0,5.0,,,43.70417785644531,1.4059187173843384,1.6991491125959643e+28,1.100113236786566e+28,2.8734128634554202e+50,3.757278496327413e+50,1.4690614697662875e+51,2.0417651200904172e+50,,,5.0,,,,,0.52887,1.1712,27.450000000000003,9.15,9.15,9.15,,,26.443499999999997,58.56,0.09150000000000001,0.030500000000000003,0.030500000000000003,0.030500000000000003,,,,,1.422318936822996,0.9617594062909384,-1.0385789059335517,0.14476482730108392,0.14476482730108392,0.14476482730108392,,,50.45839803164397,0.5678840443299418,51.16703996830338,0.06036012401433873,,
46,50826,0.3,7.66e-08,1.59e-08,1.12e-06,1.19e-07,,,,,0.063,0.105,105.0,47.0,47.0,1.11,2.28,40.64741516113281,1.2230651378631592,4.1579470453202996e+27,2.3419317021602296e+27,1.6641656042346616e+49,1.9062170045181412e+49,1.8717267290046406e+50,1.4484440098349543e+49,,,47.0,,,0.8538461538461539,1.7538461538461536,0.0819,0.1365,136.5,61.1,61.1,61.1,,,4.095,6.825,0.455,0.20366666666666666,0.20366666666666666,0.20366666666666666,8.538461538461538,17.538461538461537,,,0.6122539060964373,0.7238241365054198,-0.3419886033428876,0.19439848237574128,0.19439848237574128,0.19439848237574128,0.9313796264798206,0.8920643412066792,49.22119654156209,0.4974622262747112,50.27224244229282,0.03360807061571756,,
47,50908,3.35,9.83e-08,1.2e-08,1.09e-06,6.98e-08,,,,,-0.017,0.046,41.0,5.0,9.0,1.1,1.47,45.86500930786133,1.54179847240448,4.596187987005057e+28,3.2634057822668184e+28,2.6095098977475534e+51,3.7192988302336925e+51,6.651853436103024e+51,8.52735042434312e+50,,,7.0,,,0.25287356321839083,0.33793103448275863,-0.07395,0.20009999999999997,178.35,30.449999999999996,21.75,39.15,,,-3.6975000000000002,10.004999999999999,0.5945,0.10149999999999998,0.0725,0.1305,2.528735632183908,3.3793103448275863,,,,1.1751497745617399,-0.22584814104528958,0.07414783837372589,0.052962741695518505,0.09533293505193331,0.4029034282035877,0.5803753530888911,51.41655894845302,0.6189939957361199,51.822942671606874,0.05567442623506132,,
48,050922C,2.2,1.93e-06,5.18e-08,5.09e-06,1.03e-07,,,0.06,0.01,0.015,0.003,198.0,22.0,38.0,0.13,0.01,45.450355529785156,1.420426368713379,3.797231087050329e+28,2.4838847320864707e+28,3.497045060782365e+52,4.576010450279594e+52,2.882117771920699e+52,1.429873449493582e+52,,,30.0,0.01875,0.0031249999999999997,0.040625,0.0031249999999999997,0.048,0.009600000000000001,633.6,96.0,70.4,121.60000000000001,0.18749999999999997,0.031249999999999997,2.4,0.48000000000000004,2.112,0.32,0.2346666666666667,0.4053333333333334,0.40625,0.031249999999999997,-0.7269987279362624,0.07238241365054196,0.38021124171160603,0.08685889638065036,0.32469391386177465,0.06580219422776543,0.048254942433694645,0.08334944602183621,-0.3912066260130692,0.033407267838711674,52.54370122839819,0.5682901001119591,52.459711723407274,0.21546175350120875,,
49,051016B,0.94,1.92e-07,1.43e-08,4.31e-07,3.39e-08,,,,,0.008,0.03,24.0,7.0,7.0,,,44.05759048461914,1.366894245147705,1.999465977425085e+28,1.2586199695347849e+28,9.645819482638919e+50,1.2164895409025202e+51,1.1161265563298363e+51,6.271824828412895e+50,,,7.0,,,,,0.015519999999999999,0.058199999999999995,46.56,13.58,13.58,13.58,,,0.7759999999999999,2.9099999999999997,0.1552,0.04526666666666667,0.04526666666666667,0.04526666666666667,,,,,-0.1101382787418116,1.6286043071371943,-0.8091082830778303,0.12666922388844845,0.12666922388844845,0.12666922388844845,,,50.984339130027564,0.5477136451266528,51.047713441554514,0.24404212040257106,,
50,51022,0.8,1.1e-05,8.7e-07,0.00034,1.2e-05,0.0029,0.0001,,,0.088,0.008,510.0,20.0,22.0,0.19,0.04,43.91138458251953,1.3444569110870361,1.869273452849787e+28,1.157351850929242e+28,4.830012176828944e+52,5.993145836878733e+52,8.293960303645662e+53,3.3241041542979067e+52,2.4052484880572417e+51,1.271681913857193e+50,21.0,,,0.10555555555555556,0.022222222222222223,0.15839999999999999,0.014400000000000001,918.0,37.800000000000004,36.0,39.6,,,7.919999999999999,0.7200000000000001,3.06,0.126,0.12,0.132,1.0555555555555556,0.2222222222222222,,,0.8987251815894934,0.03948131653665926,0.48572142648158,0.017882713960722132,0.017031156153068695,0.01873427176837557,0.023481095849522904,0.09143041724278984,52.68394822564239,0.538878593036321,53.91876195242312,0.017405919954170693,51.38115995032207,0.022961637463513568
51,051109A,2.35,8.3e-07,8.83e-08,6.1e-06,4.58e-07,,,,,-0.006,0.025,161.0,35.0,130.0,0.7,1.25,45.77449035644531,1.4874190092086792,4.408531954157082e+28,3.0197640101620787e+28,2.027103588365446e+52,2.785418818222172e+52,4.447161262013746e+52,8.302165861800686e+51,,,82.5,,,0.208955223880597,0.3731343283582089,-0.0201,0.08375,539.35,276.375,117.25,435.5,,,-1.005,4.1875,1.7978333333333334,0.92125,0.3908333333333333,1.4516666666666667,2.08955223880597,3.731343283582089,,,,1.8095603412635493,0.2547494283490325,0.2225422034597408,0.09441184389201124,0.35067256302747035,0.32005323297741156,0.7755258605415211,52.30687594243056,0.5967588580506636,52.648082878028404,0.08107609796890806,,
52,51111,1.55,7.61e-07,3.65e-08,1.38e-05,2.76e-07,,,1.7,0.07,0.009,0.004,220.0,48.0,1703.0,1.8,0.24,45.01934814453125,1.4521422386169434,3.1136195869917768e+28,2.08219017540409e+28,9.270979527631535e+51,1.240765004262037e+52,6.592951353034717e+52,4.863163047167429e+51,,,875.5,0.6666666666666667,0.027450980392156866,0.7058823529411765,0.09411764705882353,0.022949999999999998,0.010199999999999999,561.0,2232.5249999999996,122.39999999999999,4342.65,6.666666666666667,0.27450980392156865,1.1475,0.5099999999999999,1.87,7.441749999999999,0.408,14.475499999999998,7.0588235294117645,0.9411764705882353,0.8239087409443188,0.017882713960722135,0.05975269420929884,0.19301976973477855,0.271841606536499,1.7282946313922585,0.09475515968798219,3.361834103096535,0.8487323246693509,0.05790593092043358,51.96712562205943,0.5812302713900283,52.819079871256136,0.032034892461453544,,
53,60108,2.03,1.22e-07,1.16e-08,8.62e-07,5.26e-08,,,,,0.006,0.04,65.0,10.0,600.0,,,45.42229461669922,1.5582236051559448,3.7484769536654964e+28,2.6898639130698515e+28,2.154167080583726e+51,3.098388421855414e+51,5.023243043508012e+51,1.021255517509863e+51,,,305.0,,,,,0.018179999999999998,0.12119999999999999,196.95,924.15,30.299999999999997,1817.9999999999998,,,0.9089999999999999,6.06,0.6565,3.0805,0.10099999999999999,6.06,,,,,-0.04143611677803259,2.8952965460216786,-0.18276526957450187,2.0378433381614123,0.06681453567742335,4.008872140645401,,,51.33327938483079,0.6246558154811757,51.70098419147845,0.08829467975693336,,
54,60115,3.53,1.3e-07,1.09e-08,3.76e-06,2.01e-07,,,,,0.019,0.029,62.0,6.0,19.0,1.11,1.71,45.64162826538086,1.4921777248382568,4.14688101805077e+28,2.8496256528851933e+28,2.8092886588288628e+51,3.868114449478699e+51,1.793670463100106e+52,8.529482464830372e+50,,,12.5,,,0.24503311258278151,0.3774834437086093,0.08606999999999998,0.13137,280.85999999999996,56.62499999999999,27.179999999999996,86.07,,,4.303499999999999,6.568499999999999,0.9361999999999998,0.18874999999999997,0.09059999999999999,0.2869,2.450331125827815,3.774834437086093,,,0.6338218073016795,0.6628705250102265,-0.028631363208576774,0.08755937135146205,0.042028498248701786,0.13309024445422232,0.38922477677382566,0.6690482559050095,51.448596365935536,0.597980828883263,52.25374265654353,0.020652105524244437,,
55,60206,4.05,4.41e-07,1.63e-08,1.9e-06,5.83e-08,,,0.01,0.03,0.007,0.004,78.0,8.0,23.0,1.16,0.18,45.82863235473633,1.5260266065597534,4.519833041581207e+28,3.1763633967596003e+28,1.1321220232513158e+52,1.5917730242277937e+52,9.658659860252351e+51,3.151687245849411e+51,,,15.5,0.0019801980198019802,0.005940594059405941,0.22970297029702968,0.03564356435643564,0.03535,0.0202,393.9,78.27499999999999,40.4,116.14999999999999,0.019801980198019802,0.0594059405940594,1.7674999999999998,1.01,1.313,0.26091666666666663,0.13466666666666666,0.38716666666666666,2.297029702970297,0.35643564356435636,-1.7032913781186614,1.3028834457097551,0.24735942246893697,0.24816827537328676,0.11826472608947933,0.08630210858333849,0.0445430237849489,0.12806119338172808,0.3611666111082571,0.06739052305395286,52.053893238838725,0.6106216703383774,51.984916872205055,0.1417132810722558,,
56,60210,3.91,5.37e-07,3.36e-08,1.97e-05,6.39e-07,,,0.15,0.17,0.183,0.033,149.0,35.0,400.0,0.73,0.5,45.62575149536133,1.5503675937652588,4.11667157605245e+28,2.939182730444213e+28,1.1436064373184272e+52,1.634569850237976e+52,8.544507585391049e+52,3.326729428823683e+51,,,217.5,0.03054989816700611,0.034623217922606926,0.14867617107942974,0.10183299389002036,0.89853,0.16203,731.59,1067.925,171.85,1964.0,0.30549898167006106,0.34623217922606925,44.926500000000004,8.1015,2.4386333333333337,3.5597499999999997,0.5728333333333333,6.546666666666667,1.4867617107942972,1.0183299389002036,-0.5149902330672873,0.49220041282368543,1.6525025861894167,0.07831539837599621,0.38714650581558013,0.6339533544560889,0.10201548232626717,1.1658912265859107,0.17224136799748738,0.2974619739063369,52.05827659132044,0.6207421041703323,52.93168703965951,0.016908876483338744,,
57,060223A,4.41,2.06e-07,1.67e-08,1.51e-06,6.54e-08,,,,,0.036,0.021,71.0,10.0,100.0,0.41,0.23,45.868289947509766,1.5049058198928833,4.603137111660037e+28,3.19013393803392e+28,5.4851045108169284e+51,7.615728615104094e+51,7.431857411960556e+51,1.4059975518996561e+51,,,55.0,,,0.07578558225508317,0.04251386321626618,0.19476,0.11361000000000002,384.11,297.55,54.1,541.0,,,9.738,5.6805,1.2803666666666667,0.9918333333333333,0.18033333333333335,1.8033333333333332,0.7578558225508316,0.42513863216266173,,,0.9884697702098755,0.2533384477768969,0.10733435910598228,0.33642530288280065,0.06116823688778194,0.6116823688778193,-0.12041340838683404,0.24362861179938522,51.73918490684942,0.6029910472425624,51.87109736866686,0.08216209549133667,,
58,60418,1.49,1.49e-06,4.85e-08,2.62e-05,4.85e-07,,,0.22,0.03,0.104,0.008,230.0,20.0,20.0,0.67,0.08,45.4901123046875,1.4096128940582275,3.8673936754134947e+28,2.510521417343978e+28,2.8004827232627766e+52,3.637013329934577e+52,1.9776460836496252e+53,1.4603374917735828e+52,,,20.0,0.08835341365461846,0.012048192771084336,0.26907630522088355,0.0321285140562249,0.25896,0.019920000000000004,572.7,49.800000000000004,49.800000000000004,49.800000000000004,0.8835341365461846,0.12048192771084336,12.948,0.9960000000000002,1.9090000000000003,0.166,0.166,0.166,2.6907630522088355,0.32128514056224894,-0.05377666627353016,0.059221974804988885,1.1122026907305356,0.03340726783871168,0.2808059283936668,0.037764737556804505,0.037764737556804505,0.037764737556804505,0.4298754556050901,0.05185605754068676,52.44723289776363,0.5640223403909733,53.296148573575366,0.032069262525643336,,
59,060502A,1.51,3.72e-07,2.81e-08,6.59e-06,1.77e-07,,,4.9,0.11,0.004,0.01,156.0,33.0,400.0,2.94,1.19,45.4425048828125,1.467774510383606,3.7835275293635765e+28,2.5574192159188645e+28,6.691856208667562e+51,9.060632935252291e+51,4.722971813297267e+52,3.604903131413928e+51,,,216.5,1.9521912350597612,0.043824701195219126,1.1713147410358566,0.47410358565737054,0.010039999999999999,0.025099999999999997,391.55999999999995,543.415,82.83,1003.9999999999999,19.52191235059761,0.43824701195219123,0.5019999999999999,1.255,1.3052,1.8113833333333331,0.2761,3.3466666666666662,11.713147410358566,4.741035856573705,1.2905223585474754,0.009749467961093407,-0.2992962828549807,1.0857362047581296,0.11567706511583728,0.6027227905900898,0.09186998655645712,1.1135755946237225,1.068673608931119,0.17578586172274477,51.82554660048325,0.5880256185472402,52.674215353714324,0.033148398924613326,,
60,060510B,4.9,9.51e-08,1.12e-08,9.98e-06,2.62e-07,,,,,0.11,0.06,95.0,30.0,60.0,,,45.57025909423828,1.4932689666748047,4.012802085982512e+28,2.7595067743644476e+28,1.9243579665561008e+51,2.6563542288632865e+51,3.422818532896662e+52,4.486696288409838e+50,,,45.0,,,,,0.649,0.354,560.5,265.5,177.0,354.0,,,32.45,17.7,1.8683333333333334,0.885,0.59,1.18,,,,,1.5112147011363881,0.23688789921995548,0.2714543622113295,0.20571843879627716,0.13714562586418477,0.27429125172836955,,,51.28428586210908,0.5994934433328368,52.534383874816896,0.005692815500748084,,
61,60512,0.44,1.32e-07,1.83e-08,6.04e-07,6.34e-08,,,,,0.043,0.173,22.0,6.0,6.0,,,42.010257720947266,1.3379523754119873,7.788385972695434e+27,4.798812762771708e+27,1.0061870582623917e+50,1.247746009262934e+50,3.197269482273172e+50,8.641764167828966e+49,,,6.0,,,,,0.061919999999999996,0.24911999999999998,31.68,8.64,8.64,8.64,,,3.0959999999999996,12.456,0.1056,0.028800000000000003,0.028800000000000003,0.028800000000000003,,,,,0.49080095201085494,1.747277799285176,-0.9763360818022065,0.11844394960997777,0.11844394960997777,0.11844394960997777,,,50.00267872706111,0.5385571223461145,50.50477924238114,0.11738361476271418,,
62,60522,5.11,8.73e-08,1.45e-08,2.42e-06,1.43e-07,,,,,0.034,0.185,80.0,12.0,382.0,,,45.9608268737793,1.5451548099517822,4.803538727778125e+28,3.41805446732316e+28,2.5313179610584767e+51,3.626871760158899e+51,1.1484355104417324e+52,5.90102175394651e+50,,,197.0,,,,,0.20774000000000004,1.13035,488.8,1203.67,73.32000000000001,2334.02,,,10.387000000000002,56.5175,1.6293333333333333,4.0122333333333335,0.24440000000000003,7.7800666666666665,,,,,1.0164901316208284,2.363072916238281,0.21200994251483538,1.0694501616867575,0.06514417228548777,2.0737561510880274,,,51.403346700693646,0.6222570282514407,52.06010661272595,0.022315412245867194,,
63,60526,3.21,2.33e-07,1.53e-08,3.01e-06,2.4e-07,0.00655,0.0016,0.17,0.09,0.085,0.03,25.0,5.0,5.0,0.38,0.11,45.93185806274414,1.5277276039123535,4.739882046786516e+28,3.3347182356221997e+28,6.57810579020868e+51,9.266054689723687e+51,2.0185026891346097e+52,2.2020973580727e+51,1.3221192613831694e+50,3.5370589537809377e+49,5.0,0.040380047505938245,0.021377672209026127,0.09026128266033254,0.026128266033254157,0.35785,0.1263,105.25,21.05,21.05,21.05,0.40380047505938244,0.21377672209026125,17.8925,6.3149999999999995,0.35083333333333333,0.07016666666666667,0.07016666666666667,0.07016666666666667,0.9026128266033253,0.26128266033254155,-0.39383317445739435,0.22992060806642736,1.25267102588598,0.15328040537761828,-0.4548991502119565,0.08685889638065036,0.08685889638065036,0.08685889638065036,-0.0444984992188582,0.12571682370883605,51.81810085360003,0.6117561117291006,52.30502933233219,0.047379611450243914,50.12127063232397,0.11618658245599515
64,60604,2.68,5.1e-08,1.19e-08,9.82e-07,1.57e-07,,,,,0.08,0.338,40.0,5.0,5.0,,,45.391502380371094,1.5586403608322144,3.6956973437901277e+28,2.652699162194246e+28,8.753320609081842e+50,1.2730829385718556e+51,4.580008971716949e+51,3.435764325558026e+50,,,5.0,,,,,0.2944,1.24384,147.20000000000002,18.400000000000002,18.400000000000002,18.400000000000002,,,14.719999999999999,62.192,0.49066666666666675,0.061333333333333344,0.061333333333333344,0.061333333333333344,,,,,1.1679078100014801,1.8348941860412389,-0.3092134447181823,0.05428681023790648,0.05428681023790648,0.05428681023790648,,,50.94217283572273,0.6316378891152346,51.66086632873822,0.03257926997358105,,
